,Unnamed: 0_x,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,flight,Aircraft_Class,Aircraft_Stand,Taxiing_cost_solution,Parking_usage_cost_solution,Bus_usage_cost_solution,Total_cost_solution,Unnamed: 0_y,JetBridge_on_Arrival,JetBridge_on_Departure,1,2,3,4,5,Terminal,Taxiing_Time,JetBridge_Handling_Time,Away_Handling_Time,Bus_Time,num_needed_Buses,is_JetBridge,is_correct_JetBridge_Terminal,is_correct_JetBridge,Handling_Time,JetBridge_can_be_used,start_parking,end_parking,is_parking_conflict,is_wide_body_intersect,Taxiing_cost,Parking_usage_cost,Bus_usage_cost,Total_cost
299,299,A,2019-08-17 10:25:00,SU,1307,D,1,OVB,73H,158,158,299,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 10:32:00,2019-08-17 11:37:00,False,False,210,1495,300,2005
300,300,D,2019-08-17 20:55:00,SU,1314,D,1,MRV,73H,158,131,300,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-17 19:45:00,2019-08-17 20:50:00,False,False,150,1495,300,1945
301,301,A,2019-08-17 04:55:00,SU,1315,D,1,MRV,73H,158,152,301,Narrow_Body,203,180.0,1495.0,330.0,2005.0,198,N,N,11,37,34,11,37,,6,50,65,11,2,False,,,65,False,2019-08-17 05:01:00,2019-08-17 06:06:00,False,False,180,1495,330,2005
302,302,D,2019-08-17 23:20:00,SU,1322,D,1,MMK,32A,158,127,302,Narrow_Body,202,180.0,1495.0,330.0,2005.0,197,N,N,11,39,34,15,37,,6,50,65,11,2,False,,,65,False,2019-08-17 22:09:00,2019-08-17 23:14:00,False,False,180,1495,330,2005
303,303,A,2019-08-17 05:10:00,SU,1323,D,1,MMK,32A,158,146,303,Narrow_Body,193,210.0,1495.0,330.0,2035.0,188,N,N,11,38,35,13,39,,7,50,65,11,2,False,,,65,False,2019-08-17 05:17:00,2019-08-17 06:22:00,False,False,210,1495,330,2035
304,304,D,2019-08-17 20:25:00,SU,1340,D,1,GOJ,32A,158,81,304,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 19:15:00,2019-08-17 20:20:00,False,False,150,1495,300,1945
305,305,A,2019-08-17 23:45:00,SU,1341,D,1,GOJ,32A,158,71,305,Narrow_Body,206,150.0,1495.0,165.0,1810.0,201,N,N,11,38,33,11,36,,5,50,65,11,1,False,,,65,False,2019-08-17 23:50:00,2019-08-18 00:55:00,False,False,150,1495,165,1810
306,306,D,2019-08-17 01:00:00,SU,1382,D,1,HMA,73H,158,154,306,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-16 23:49:00,2019-08-17 00:54:00,False,False,180,1495,300,1975
307,307,A,2019-08-17 08:05:00,SU,1383,D,1,HMA,73H,158,147,307,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 08:10:00,2019-08-17 09:15:00,False,False,150,1495,330,1975
308,308,D,2019-08-17 22:20:00,SU,1394,D,1,PEE,32A,158,126,308,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 21:09:00,2019-08-17 22:14:00,False,False,180,1495,300,1975
309,309,A,2019-08-17 08:00:00,SU,1395,D,1,PEE,32A,158,155,309,Narrow_Body,196,240.0,1495.0,300.0,2035.0,191,N,N,10,35,33,12,37,,8,50,65,10,2,False,,,65,False,2019-08-17 08:08:00,2019-08-17 09:13:00,False,False,240,1495,300,2035
310,310,D,2019-08-17 08:30:00,SU,1400,D,1,SVX,32A,158,153,310,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 07:19:00,2019-08-17 08:24:00,False,False,180,1495,300,1975
311,311,A,2019-08-17 14:30:00,SU,1401,D,1,SVX,32A,158,151,311,Narrow_Body,193,210.0,1495.0,330.0,2035.0,188,N,N,11,38,35,13,39,,7,50,65,11,2,False,,,65,False,2019-08-17 14:37:00,2019-08-17 15:42:00,False,False,210,1495,330,2035
312,312,D,2019-08-17 11:20:00,SU,1402,D,1,SVX,73H,158,145,312,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-17 10:09:00,2019-08-17 11:14:00,False,False,180,1495,300,1975
313,313,A,2019-08-17 17:30:00,SU,1403,D,1,SVX,73H,158,154,313,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 17:36:00,2019-08-17 18:41:00,False,False,180,1495,300,1975
314,314,D,2019-08-17 21:30:00,SU,1406,D,1,SVX,32A,158,140,314,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 20:18:00,2019-08-17 21:23:00,False,False,210,1495,300,2005
315,315,A,2019-08-17 07:30:00,SU,1407,D,1,SVX,32A,158,156,315,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-17 07:36:00,2019-08-17 08:41:00,False,False,180,1495,300,1975
316,316,D,2019-08-17 23:45:00,SU,1408,D,1,SVX,32A,158,128,316,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 22:35:00,2019-08-17 23:40:00,False,False,150,1495,330,1975
317,317,A,2019-08-17 05:45:00,SU,1409,D,1,SVX,32A,158,156,317,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 05:52:00,2019-08-17 06:57:00,False,False,210,1495,300,2005
318,318,D,2019-08-17 06:45:00,SU,1410,D,1,SVX,32A,158,127,318,Narrow_Body,196,240.0,1495.0,300.0,2035.0,191,N,N,10,35,33,12,37,,8,50,65,10,2,False,,,65,False,2019-08-17 05:32:00,2019-08-17 06:37:00,False,False,240,1495,300,2035
319,319,A,2019-08-17 12:40:00,SU,1411,D,1,SVX,32A,158,157,319,Narrow_Body,193,210.0,1495.0,330.0,2035.0,188,N,N,11,38,35,13,39,,7,50,65,11,2,False,,,65,False,2019-08-17 12:47:00,2019-08-17 13:52:00,False,False,210,1495,330,2035
320,320,D,2019-08-17 13:30:00,SU,1412,D,1,SVX,32A,158,147,320,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 12:18:00,2019-08-17 13:23:00,False,False,210,1495,300,2005
321,321,A,2019-08-17 19:20:00,SU,1413,D,1,SVX,32A,158,157,321,Narrow_Body,192,210.0,1495.0,330.0,2035.0,187,N,N,11,36,33,14,37,,7,50,65,11,2,False,,,65,False,2019-08-17 19:27:00,2019-08-17 20:32:00,False,False,210,1495,330,2035
322,322,D,2019-08-17 17:30:00,SU,1414,D,1,SVX,73H,158,150,322,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 16:19:00,2019-08-17 17:24:00,False,False,180,1495,300,1975
323,323,A,2019-08-17 23:40:00,SU,1415,D,1,SVX,73H,158,149,323,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-17 23:45:00,2019-08-18 00:50:00,False,False,150,1495,300,1945
324,324,D,2019-08-17 06:50:00,SU,1420,D,1,CEK,32A,158,152,324,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 05:40:00,2019-08-17 06:45:00,False,False,150,1495,300,1945
325,325,A,2019-08-17 12:45:00,SU,1421,D,1,CEK,32A,158,150,325,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-17 12:51:00,2019-08-17 13:56:00,False,False,180,1495,300,1975
326,326,D,2019-08-17 14:00:00,SU,1422,D,1,CEK,32A,158,156,326,Narrow_Body,203,180.0,1495.0,330.0,2005.0,198,N,N,11,37,34,11,37,,6,50,65,11,2,False,,,65,False,2019-08-17 12:49:00,2019-08-17 13:54:00,False,False,180,1495,330,2005
327,327,A,2019-08-17 20:05:00,SU,1423,D,1,CEK,32A,158,127,327,Narrow_Body,220,240.0,1495.0,300.0,2035.0,215,N,N,10,40,32,14,39,,8,50,65,10,2,False,,,65,False,2019-08-17 20:13:00,2019-08-17 21:18:00,False,False,240,1495,300,2035
328,328,D,2019-08-17 00:05:00,SU,1424,D,1,CEK,32A,158,151,328,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-16 22:55:00,2019-08-17 00:00:00,False,False,150,1495,300,1945
329,329,A,2019-08-17 06:00:00,SU,1425,D,1,CEK,32A,158,156,329,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 06:06:00,2019-08-17 07:11:00,False,False,180,1495,300,1975
330,330,D,2019-08-17 17:45:00,SU,1426,D,1,CEK,32A,158,140,330,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-17 16:34:00,2019-08-17 17:39:00,False,False,180,1495,300,1975
331,331,A,2019-08-17 00:20:00,SU,1427,D,1,CEK,32A,158,155,331,Narrow_Body,202,180.0,1495.0,330.0,2005.0,197,N,N,11,39,34,15,37,,6,50,65,11,2,False,,,65,False,2019-08-17 00:26:00,2019-08-17 01:31:00,False,False,180,1495,330,2005
332,332,D,2019-08-17 21:40:00,SU,1430,D,3,BAX,73H,158,135,332,Narrow_Body,13,300.0,1250.0,0.0,1550.0,12,D,D,29,13,6,25,13,3.0,10,50,65,6,2,True,True,True,50,True,2019-08-17 20:40:00,2019-08-17 21:30:00,False,False,300,1250,0,1550
333,333,A,2019-08-17 07:35:00,SU,1431,D,3,BAX,73H,158,155,333,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,2,True,True,True,50,True,2019-08-17 07:47:00,2019-08-17 08:37:00,False,False,360,1250,0,1610
334,334,D,2019-08-17 09:05:00,SU,1432,D,3,BAX,32A,158,144,334,Narrow_Body,12,420.0,1250.0,0.0,1670.0,11,D,D,25,15,10,27,12,3.0,14,50,65,10,2,True,True,True,50,True,2019-08-17 08:01:00,2019-08-17 08:51:00,False,False,420,1250,0,1670
335,335,A,2019-08-17 18:35:00,SU,1433,D,3,BAX,32A,158,157,335,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,2,True,True,True,50,True,2019-08-17 18:47:00,2019-08-17 19:37:00,False,False,360,1250,0,1610
336,336,D,2019-08-17 01:55:00,SU,1436,D,1,SVX,32A,158,127,336,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 00:43:00,2019-08-17 01:48:00,False,False,210,1495,300,2005
337,337,A,2019-08-17 09:15:00,SU,1437,D,1,SVX,32A,158,157,337,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-17 09:21:00,2019-08-17 10:26:00,False,False,180,1495,330,2005
338,338,D,2019-08-17 17:25:00,SU,1440,D,1,IKT,73H,158,132,338,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-17 16:14:00,2019-08-17 17:19:00,False,False,180,1495,330,2005
339,339,A,2019-08-17 06:40:00,SU,1441,D,1,IKT,73H,158,157,339,Narrow_Body,193,210.0,1495.0,330.0,2035.0,188,N,N,11,38,35,13,39,,7,50,65,11,2,False,,,65,False,2019-08-17 06:47:00,2019-08-17 07:52:00,False,False,210,1495,330,2035
340,340,D,2019-08-17 07:30:00,SU,1444,D,1,IKT,73H,158,130,340,Narrow_Body,104,300.0,1495.0,270.0,2065.0,100,N,N,9,39,37,10,37,,10,50,65,9,2,False,,,65,False,2019-08-17 06:15:00,2019-08-17 07:20:00,False,False,300,1495,270,2065
341,341,A,2019-08-17 20:40:00,SU,1445,D,1,IKT,73H,158,157,341,Narrow_Body,196,240.0,1495.0,300.0,2035.0,191,N,N,10,35,33,12,37,,8,50,65,10,2,False,,,65,False,2019-08-17 20:48:00,2019-08-17 21:53:00,False,False,240,1495,300,2035
342,342,D,2019-08-17 23:15:00,SU,1446,D,3,BAX,32A,158,151,342,Narrow_Body,11,180.0,1495.0,180.0,1855.0,10,D,D,25,15,10,27,12,3.0,14,50,65,10,2,True,True,True,50,True,2019-08-17 22:11:00,2019-08-17 23:01:00,False,False,420,1250,0,1670
343,343,A,2019-08-17 08:50:00,SU,1447,D,3,BAX,32A,158,127,343,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,2,True,True,True,50,True,2019-08-17 09:02:00,2019-08-17 09:52:00,False,False,360,1250,0,1610
344,344,D,2019-08-17 22:20:00,SU,1458,D,3,NOZ,73H,158,132,344,Narrow_Body,16,330.0,1250.0,0.0,1580.0,15,D,D,29,13,5,27,11,3.0,11,50,65,5,2,True,True,True,50,True,2019-08-17 21:19:00,2019-08-17 22:09:00,False,False,330,1250,0,1580
345,345,A,2019-08-17 08:25:00,SU,1459,D,3,NOZ,73H,158,155,345,Narrow_Body,14,390.0,1250.0,0.0,1640.0,13,D,D,28,15,9,26,11,3.0,13,50,65,9,2,True,True,True,50,True,2019-08-17 08:38:00,2019-08-17 09:28:00,False,False,390,1250,0,1640
346,346,D,2019-08-17 09:10:00,SU,1460,D,1,OVB,73H,158,147,346,Narrow_Body,193,210.0,1495.0,330.0,2035.0,188,N,N,11,38,35,13,39,,7,50,65,11,2,False,,,65,False,2019-08-17 07:58:00,2019-08-17 09:03:00,False,False,210,1495,330,2035
347,347,A,2019-08-17 18:45:00,SU,1461,D,1,OVB,73H,158,127,347,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 18:52:00,2019-08-17 19:57:00,False,False,210,1495,300,2005
348,348,D,2019-08-17 06:25:00,SU,1462,D,1,OVB,73H,158,156,348,Narrow_Body,220,240.0,1495.0,300.0,2035.0,215,N,N,10,40,32,14,39,,8,50,65,10,2,False,,,65,False,2019-08-17 05:12:00,2019-08-17 06:17:00,False,False,240,1495,300,2035
349,349,A,2019-08-17 15:55:00,SU,1463,D,1,OVB,73H,158,157,349,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 16:02:00,2019-08-17 17:07:00,False,False,210,1495,300,2005
350,350,D,2019-08-17 01:50:00,SU,1472,D,3,NJC,73H,158,154,350,Narrow_Body,13,300.0,1250.0,0.0,1550.0,12,D,D,29,13,6,25,13,3.0,10,50,65,6,2,True,True,True,50,True,2019-08-17 00:50:00,2019-08-17 01:40:00,False,False,300,1250,0,1550
351,351,A,2019-08-17 10:00:00,SU,1473,D,3,NJC,73H,158,154,351,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,2,True,True,True,50,True,2019-08-17 10:12:00,2019-08-17 11:02:00,False,False,360,1250,0,1610
352,352,D,2019-08-17 00:10:00,SU,1478,D,3,ABA,73H,158,151,352,Narrow_Body,16,330.0,1250.0,0.0,1580.0,15,D,D,29,13,5,27,11,3.0,11,50,65,5,2,True,True,True,50,True,2019-08-16 23:09:00,2019-08-16 23:59:00,False,False,330,1250,0,1580
353,353,A,2019-08-17 10:55:00,SU,1479,D,3,ABA,73H,158,127,353,Narrow_Body,11,180.0,1495.0,180.0,1855.0,10,D,D,25,15,10,27,12,3.0,14,50,65,10,2,True,True,True,50,True,2019-08-17 11:09:00,2019-08-17 11:59:00,False,False,420,1250,0,1670
354,354,D,2019-08-17 20:25:00,SU,1480,D,1,KJA,32A,158,144,354,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-17 19:14:00,2019-08-17 20:19:00,False,False,180,1495,330,2005
355,355,A,2019-08-17 07:10:00,SU,1481,D,1,KJA,32A,158,158,355,Narrow_Body,203,180.0,1495.0,330.0,2005.0,198,N,N,11,37,34,11,37,,6,50,65,11,2,False,,,65,False,2019-08-17 07:16:00,2019-08-17 08:21:00,False,False,180,1495,330,2005
356,356,D,2019-08-17 07:40:00,SU,1486,D,1,KJA,73H,158,141,356,Narrow_Body,202,180.0,1495.0,330.0,2005.0,197,N,N,11,39,34,15,37,,6,50,65,11,2,False,,,65,False,2019-08-17 06:29:00,2019-08-17 07:34:00,False,False,180,1495,330,2005
357,357,A,2019-08-17 18:50:00,SU,1487,D,1,KJA,73H,158,157,357,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 18:56:00,2019-08-17 20:01:00,False,False,180,1495,300,1975
358,358,D,2019-08-17 11:40:00,SU,1490,D,1,SLY,32A,158,115,358,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 10:30:00,2019-08-17 11:35:00,False,False,150,1495,330,1975
359,359,A,2019-08-17 18:55:00,SU,1491,D,1,SLY,32A,158,112,359,Narrow_Body,203,180.0,1495.0,330.0,2005.0,198,N,N,11,37,34,11,37,,6,50,65,11,2,False,,,65,False,2019-08-17 19:01:00,2019-08-17 20:06:00,False,False,180,1495,330,2005
360,360,D,2019-08-17 08:05:00,SU,1498,D,1,GRV,32A,158,132,360,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 06:55:00,2019-08-17 08:00:00,False,False,150,1495,330,1975
361,361,A,2019-08-17 14:50:00,SU,1499,D,1,GRV,32A,158,158,361,Narrow_Body,196,240.0,1495.0,300.0,2035.0,191,N,N,10,35,33,12,37,,8,50,65,10,2,False,,,65,False,2019-08-17 14:58:00,2019-08-17 16:03:00,False,False,240,1495,300,2035
362,362,D,2019-08-17 08:25:00,SU,1500,D,1,TJM,32A,158,157,362,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 07:13:00,2019-08-17 08:18:00,False,False,210,1495,300,2005
363,363,A,2019-08-17 15:15:00,SU,1501,D,1,TJM,32A,158,157,363,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 15:20:00,2019-08-17 16:25:00,False,False,150,1495,300,1945
364,364,D,2019-08-17 23:40:00,SU,1502,D,1,TJM,32A,158,127,364,Narrow_Body,215,210.0,1495.0,300.0,2005.0,210,N,N,10,36,34,10,38,,7,50,65,10,2,False,,,65,False,2019-08-17 22:28:00,2019-08-17 23:33:00,False,False,210,1495,300,2005
365,365,A,2019-08-17 06:20:00,SU,1503,D,1,TJM,32A,158,152,365,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-17 06:26:00,2019-08-17 07:31:00,False,False,180,1495,300,1975
366,366,D,2019-08-17 14:00:00,SU,1506,D,1,TJM,73H,158,146,366,Narrow_Body,196,240.0,1495.0,300.0,2035.0,191,N,N,10,35,33,12,37,,8,50,65,10,2,False,,,65,False,2019-08-17 12:47:00,2019-08-17 13:52:00,False,False,240,1495,300,2035
367,367,A,2019-08-17 20:55:00,SU,1507,D,1,TJM,73H,158,149,367,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-17 21:00:00,2019-08-17 22:05:00,False,False,150,1495,300,1945
368,368,D,2019-08-17 21:45:00,SU,1510,D,1,SGC,32A,158,149,368,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-17 20:34:00,2019-08-17 21:39:00,False,False,180,1495,330,2005
369,369,A,2019-08-17 06:15:00,SU,1511,D,1,SGC,32A,158,150,369,Narrow_Body,89,150.0,1495.0,330.0,1975.0,87,N,N,11,36,40,16,40,,5,50,65,11,2,False,,,65,False,2019-08-17 06:20:00,2019-08-17 07:25:00,False,False,150,1495,330,1975
370,370,D,2019-08-17 01:35:00,SU,1512,D,1,SGC,32A,158,127,370,Narrow_Body,89,150.0,1495.0,330.0,1975.0,87,N,N,11,36,40,16,40,,5,50,65,11,2,False,,,65,False,2019-08-17 00:25:00,2019-08-17 01:30:00,False,False,150,1495,330,1975
371,371,A,2019-08-17 09:30:00,SU,1513,D,1,SGC,32A,158,155,371,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 09:36:00,2019-08-17 10:41:00,False,False,180,1495,300,1975
372,372,D,2019-08-17 06:40:00,SU,1516,D,1,SGC,32A,158,156,372,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 05:30:00,2019-08-17 06:35:00,False,False,150,1495,330,1975
373,373,A,2019-08-17 14:00:00,SU,1517,D,1,SGC,32A,158,152,373,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 14:05:00,2019-08-17 15:10:00,False,False,150,1495,300,1945
374,374,D,2019-08-17 01:55:00,SU,1522,D,1,NUX,32A,158,154,374,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 00:45:00,2019-08-17 01:50:00,False,False,150,1495,300,1945
375,375,A,2019-08-17 10:40:00,SU,1523,D,1,NUX,32A,158,153,375,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-17 10:46:00,2019-08-17 11:51:00,False,False,180,1495,330,2005
376,376,D,2019-08-17 23:05:00,SU,1530,D,3,TOF,73H,158,143,376,Narrow_Body,18,390.0,1250.0,0.0,1640.0,17,D,D,27,15,7,28,15,3.0,13,50,65,7,2,True,True,True,50,True,2019-08-17 22:02:00,2019-08-17 22:52:00,False,False,390,1250,0,1640
377,377,A,2019-08-17 08:55:00,SU,1531,D,3,TOF,73H,158,157,377,Narrow_Body,12,420.0,1250.0,0.0,1670.0,11,D,D,25,15,10,27,12,3.0,14,50,65,10,2,True,True,True,50,True,2019-08-17 09:09:00,2019-08-17 09:59:00,False,False,420,1250,0,1670
378,378,D,2019-08-17 22:15:00,SU,1532,D,1,CEK,32A,158,151,378,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 21:05:00,2019-08-17 22:10:00,False,False,150,1495,330,1975
379,379,A,2019-08-17 08:00:00,SU,1533,D,1,CEK,32A,158,152,379,Narrow_Body,220,240.0,1495.0,300.0,2035.0,215,N,N,10,40,32,14,39,,8,50,65,10,2,False,,,65,False,2019-08-17 08:08:00,2019-08-17 09:13:00,False,False,240,1495,300,2035
380,380,D,2019-08-17 17:50:00,SU,1542,D,1,AAQ,32A,158,136,380,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 16:40:00,2019-08-17 17:45:00,False,False,150,1495,300,1945
381,381,A,2019-08-17 00:05:00,SU,1543,D,1,AAQ,32A,158,146,381,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-17 00:10:00,2019-08-17 01:15:00,False,False,150,1495,300,1945
382,382,D,2019-08-17 08:15:00,SU,1546,D,1,AAQ,32A,158,152,382,Narrow_Body,217,150.0,1495.0,300.0,1945.0,212,N,N,10,35,34,12,36,,5,50,65,10,2,False,,,65,False,2019-08-17 07:05:00,2019-08-17 08:10:00,False,False,150,1495,300,1945
383,383,A,2019-08-17 13:40:00,SU,1547,D,1,AAQ,32A,158,147,383,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-17 13:46:00,2019-08-17 14:51:00,False,False,180,1495,330,2005
384,384,D,2019-08-17 20:35:00,SU,1548,D,1,OVB,73H,158,138,384,Narrow_Body,206,150.0,1495.0,330.0,1975.0,201,N,N,11,38,33,11,36,,5,50,65,11,2,False,,,65,False,2019-08-17 19:25:00,2019-08-17 20:30:00,False,False,150,1495,330,1975
385,385,A,2019-08-17 06:10:00,SU,1549,D,1,OVB,32A,158,127,385,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-17 06:15:00,2019-08-17 07:20:00,False,False,150,1495,300,1945
386,386,D,2019-08-17 01:05:00,SU,1562,D,1,IKT,73H,158,146,386,Narrow_Body,213,180.0,1495.0,330.0,2005.0,208,N,N,11,40,34,13,37,,6,50,65,11,2,False,,,65,False,2019-08-16 23:54:00,2019-08-17 00:59:00,False,False,180,1495,330,2005
387,387,A,2019-08-17 14:15:00,SU,1563,D,1,IKT,73H,158,157,387,Narrow_Body,202,180.0,1495.0,330.0,2005.0,197,N,N,11,39,34,15,37,,6,50,65,11,2,False,,,65,False,2019-08-17 14:21:00,2019-08-17 15:26:00,False,False,180,1495,330,2005
388,388,D,2019-08-17 06:25:00,SU,1602,D,1,KUF,73H,158,140,388,Narrow_Body,190,180.0,1495.0,300.0,1975.0,185,N,N,10,39,35,13,40,,6,50,65,10,2,False,,,65,False,2019-08-17 05:14:00,2019-08-17 06:19:00,False,False,180,1495,300,1975
389,389,A,2019-08-17 10:50:00,SU,1603,D,1,KUF,73H,158,135,389,Narrow_Body,205,150.0,1495.0,300.0,1945.0,200,N,N,10,39,35,12,39,,5,50,65,10,2,False,,,65,False,2019-08-17 10:55:00,2019-08-17 12:00:00,False,False,150,1495,300,1945
390,390,D,2019-08-17 16:10:00,SU,1618,D,1,SIP,32A,158,127,390,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 14:59:00,2019-08-17 16:04:00,False,False,180,1495,300,1975
391,391,A,2019-08-17 22:10:00,SU,1619,D,1,SIP,32A,158,127,391,Narrow_Body,191,180.0,1495.0,300.0,1975.0,186,N,N,10,36,30,15,36,,6,50,65,10,2,False,,,65,False,2019-08-17 22:16:00,2019-08-17 23:21:00,False,False,180,1495,300,1975
